profile_id,condition,control_filler,gender,age_band,race,education,income,party,age,year_birth,ideology,household_size,social_class,region,urbanicity,religion,religiosity,born_again,trust_science_prior
P01344,Corporate reliance,,Male,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,41,1985,conservative,2,middle class,south,,none,,no,only some
P01345,Corporate reliance,,Female,18-29,Black / African American,Bachelor's degree,"Less than $30,000",Democrat,28,1998,slightly liberal,1,working class,midwest,central city of 12 largest smsas,none,,,
P01346,Corporate reliance,,Male,45-59,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Independent,47,1979,slightly conservative,2,working class,west,central city of the remainder of the 100 largest smsas,catholic,not very strong,no,only some
P01347,Corporate reliance,,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,71,1955,"moderate, middle of the road",2,middle class,midwest,,none,,no,only some
P01348,Corporate reliance,,Male,60+,White / Caucasian,Doctorate degree / Ph.D.,"$56,000 to $99,999",Independent,72,1954,"moderate, middle of the road",2,middle class,midwest,suburbs of 12 largest smsas,none,,no,a great deal
P01349,Corporate reliance,,Male,60+,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Democrat,63,1963,slightly liberal,3,working class,northeast,suburbs of 12 largest smsas,catholic,,yes,only some
P01350,Corporate reliance,,Male,30-44,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,36,1990,"moderate, middle of the road",1,lower class,south,"other urban (counties having towns of 10,000 or more)",none,,yes,a great deal
P01351,Corporate reliance,,Female,30-44,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,41,1985,"moderate, middle of the road",4,lower class,northeast,central city of 12 largest smsas,muslim/islam,,no,a great deal
P01352,Corporate reliance,,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,52,1974,slightly conservative,3,middle class,midwest,"other urban (counties having towns of 10,000 or more)",catholic,,no,only some
P01353,Corporate reliance,,Female,18-29,Hispanic / Latino,Bachelor's degree,"$30,000 to $55,999",Democrat,26,2000,liberal,2,working class,northeast,,none,,no,
P01354,Corporate reliance,,Female,45-59,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat,48,1978,liberal,2,middle class,northeast,,none,,no,a great deal
P01355,Corporate reliance,,Female,18-29,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,26,2000,extremely conservative,2,lower class,midwest,,protestant,,yes,hardly any
P01356,Corporate reliance,,Female,60+,Other,High school diploma / GED,"$100,000 to $167,999",Independent,61,1965,"moderate, middle of the road",2,working class,west,,catholic,,no,a great deal
P01357,Corporate reliance,,Female,60+,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,68,1958,"moderate, middle of the road",4,middle class,south,"other urban (counties having towns of 10,000 or more)",catholic,strong,yes,only some
P01358,Corporate reliance,,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent,57,1969,"moderate, middle of the road",3,middle class,south,suburbs of the remaining 100 largest smsas,protestant,,yes,a great deal
P01359,Corporate reliance,,Female,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,76,1950,liberal,1,middle class,south,suburbs of the remaining 100 largest smsas,none,no religion,no,only some
P01360,Corporate reliance,,Female,45-59,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,55,1971,liberal,1,middle class,midwest,suburbs of the remaining 100 largest smsas,protestant,not very strong,yes,a great deal
P01361,Corporate reliance,,Male,60+,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Independent,65,1961,slightly liberal,2,lower class,west,suburbs of the remaining 100 largest smsas,catholic,,no,only some
P01362,Corporate reliance,,Female,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,63,1963,conservative,2,middle class,south,suburbs of the remaining 100 largest smsas,protestant,,yes,only some
P01363,Corporate reliance,,Female,30-44,Hispanic / Latino,Doctorate degree / Ph.D.,"$168,000 or more",Independent,42,1984,slightly liberal,6,middle class,south,"other urban (counties having towns of 10,000 or more)",catholic,,,
P01364,Corporate reliance,,Female,30-44,White / Caucasian,Less than high school,"$30,000 to $55,999",Independent,44,1982,"moderate, middle of the road",2,working class,south,"other urban (counties having towns of 10,000 or more)",none,,,
P01365,Corporate reliance,,Male,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent,79,1947,"moderate, middle of the road",2,middle class,midwest,suburbs of 12 largest smsas,protestant,,,
P01366,Corporate reliance,,Male,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,40,1986,slightly liberal,4,middle class,midwest,suburbs of 12 largest smsas,other,,no,a great deal
P01367,Corporate reliance,,Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,54,1972,slightly conservative,5,working class,northeast,"other urban (counties having towns of 10,000 or more)",protestant,,no,hardly any
P01368,Corporate reliance,,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,89,1937,slightly liberal,4,middle class,northeast,,catholic,,no,a great deal
P01369,Corporate reliance,,Female,45-59,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,56,1970,liberal,2,lower class,northeast,,catholic,strong,no,
P01370,Corporate reliance,,Female,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican,46,1980,conservative,2,working class,west,,none,no religion,no,only some
P01371,Corporate reliance,,Female,45-59,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,47,1979,slightly conservative,2,working class,northeast,,none,,no,only some
P01372,Corporate reliance,,Male,30-44,Black / African American,Bachelor's degree,"$100,000 to $167,999",Democrat,44,1982,slightly liberal,3,working class,northeast,suburbs of 12 largest smsas,catholic,not very strong,no,a great deal
P01373,Corporate reliance,,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,33,1993,liberal,2,middle class,south,,none,no religion,no,
P01374,Corporate reliance,,Female,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,20,2006,conservative,2,working class,south,,protestant,,yes,only some
P01375,Corporate reliance,,Male,18-29,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,29,1997,extremely liberal,1,working class,midwest,central city of the remainder of the 100 largest smsas,none,no religion,no,
P01376,Corporate reliance,,Male,45-59,Hispanic / Latino,Less than high school,"$30,000 to $55,999",Republican,57,1969,"moderate, middle of the road",2,working class,west,central city of 12 largest smsas,catholic,somewhat strong (vol.),no,a great deal
P01377,Corporate reliance,,Female,60+,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat,61,1965,"moderate, middle of the road",1,working class,midwest,"other rural (counties having no towns of 10,000 or more)",catholic,strong,no,
P01378,Corporate reliance,,Male,30-44,Black / African American,Bachelor's degree,"$100,000 to $167,999",Republican,41,1985,"moderate, middle of the road",5,working class,west,central city of the remainder of the 100 largest smsas,protestant,,,
P01379,Corporate reliance,,Female,30-44,Black / African American,Bachelor's degree,"Less than $30,000",Democrat,33,1993,extremely liberal,5,lower class,northeast,central city of 12 largest smsas,protestant,strong,no,only some
P01380,Corporate reliance,,Male,45-59,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat,57,1969,"moderate, middle of the road",1,working class,midwest,"other urban (counties having towns of 10,000 or more)",protestant,strong,yes,a great deal
P01381,Corporate reliance,,Male,18-29,Black / African American,Bachelor's degree,"$56,000 to $99,999",Other,24,2002,slightly conservative,2,middle class,south,central city of 12 largest smsas,protestant,,,
P01382,Corporate reliance,,Female,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,76,1950,"moderate, middle of the road",2,upper class,west,suburbs of the remaining 100 largest smsas,protestant,strong,yes,
P01383,Corporate reliance,,Male,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,28,1998,extremely conservative,3,working class,south,"other rural (counties having no towns of 10,000 or more)",protestant,somewhat strong (vol.),yes,
P01384,Corporate reliance,,Male,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,22,2004,slightly conservative,2,middle class,northeast,central city of 12 largest smsas,protestant,strong,no,
P01385,Corporate reliance,,Male,18-29,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat,28,1998,"moderate, middle of the road",1,working class,west,central city of the remainder of the 100 largest smsas,christian,not very strong,,
P01386,Corporate reliance,,Male,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,51,1975,"moderate, middle of the road",2,middle class,west,"other urban (counties having towns of 10,000 or more)",none,no religion,no,
P01387,Corporate reliance,,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,34,1992,slightly conservative,2,middle class,south,suburbs of 12 largest smsas,protestant,,no,only some
P01388,Corporate reliance,,Female,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,34,1992,"moderate, middle of the road",5,working class,midwest,"other urban (counties having towns of 10,000 or more)",none,,,
P01389,Corporate reliance,,Male,18-29,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Independent,27,1999,extremely liberal,4,working class,west,suburbs of the remaining 100 largest smsas,none,no religion,no,a great deal
P01390,Corporate reliance,,Male,45-59,White / Caucasian,Doctorate degree / Ph.D.,"$168,000 or more",Democrat,48,1978,extremely liberal,4,middle class,west,"other urban (counties having towns of 10,000 or more)",buddhism,,yes,only some
P01391,Corporate reliance,,Female,60+,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Democrat,61,1965,"moderate, middle of the road",2,middle class,south,"other urban (counties having towns of 10,000 or more)",catholic,strong,yes,
P01392,Corporate reliance,,Female,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,75,1951,liberal,1,middle class,south,central city of the remainder of the 100 largest smsas,buddhism,,no,a great deal
P01393,Corporate reliance,,Male,60+,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Democrat,63,1963,slightly liberal,3,working class,northeast,suburbs of 12 largest smsas,catholic,,yes,only some
P01394,Corporate reliance,,Female,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,68,1958,conservative,2,middle class,midwest,suburbs of the remaining 100 largest smsas,protestant,strong,no,only some
P01395,Corporate reliance,,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,36,1990,extremely liberal,2,working class,midwest,suburbs of the remaining 100 largest smsas,none,,no,a great deal
P01396,Corporate reliance,,Male,60+,White / Caucasian,Less than high school,"Less than $30,000",Republican,76,1950,conservative,2,working class,south,"other urban (counties having towns of 10,000 or more)",protestant,not very strong,no,only some
P01397,Corporate reliance,,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Independent,21,2005,"moderate, middle of the road",2,middle class,south,"other rural (counties having no towns of 10,000 or more)",protestant,somewhat strong (vol.),no,
P01398,Corporate reliance,,Female,30-44,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Democrat,30,1996,"moderate, middle of the road",5,working class,west,central city of the remainder of the 100 largest smsas,catholic,not very strong,no,
P01399,Corporate reliance,,Female,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,22,2004,extremely liberal,2,working class,northeast,suburbs of the remaining 100 largest smsas,none,,no,only some
P01400,Corporate reliance,,Female,45-59,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Democrat,54,1972,liberal,3,working class,south,suburbs of 12 largest smsas,catholic,,no,a great deal
